,params_Q,params_em,params_length,params_pos,params_spread,params_lacc,energy,spread,emittance,charge,fit_obj,
50,146.1614441,3.042020205,46.06421385,6.101283941,0.36533108,10,3699.972101,4.601087399,5.599759403,145.8976522,20.9515859,20.9515859
51,145.0107217,2.821495292,44.09650459,6.085683461,0.353496912,10,3683.796242,4.494746854,5.082762022,144.800009,23.34851028,23.34851028
52,144.6035144,2.979830798,44.24476319,6.068216705,0.354127859,10,3667.326436,4.2240108,5.45714359,144.3185637,22.96050131,22.96050131
53,146.7839057,2.986602998,46.00178952,6.098928125,0.348964253,10,3691.97445,4.593514405,5.449063807,146.5405978,21.61472277,21.61472277
54,145.2476506,3.030854314,46.71938924,6.090304492,0.348697301,10,3690.07525,4.349396014,5.538176941,145.0182486,22.21580728,22.21580728
55,146.8507278,2.819534175,50.88715889,6.242138239,0.355167509,10,3802.84067,7.028235413,5.047118659,146.8272602,15.74073508,15.74073508
56,145.2621006,2.768479006,46.97108399,6.075333213,0.390921277,10,3670.820603,4.118462984,4.860616156,144.960917,26.58199641,26.58199641
57,144.866548,2.333238902,57.25428541,6.088635836,0.390080236,10,3663.834773,4.327455896,3.993818815,144.4423676,30.620302,30.620302
58,144.5188282,2.32367525,57.29384647,5.817516925,0.395318802,10,3226.179443,8.77221818,4.075756628,144.4027925,13.03006083,13.03006083
59,134.7252177,2.679103984,51.52653762,5.921486896,0.417964089,10,3466.496061,5.010926334,4.598800236,134.3461098,20.20939178,20.20939178
60,144.4071587,2.370396452,58.39045684,6.06271173,0.305606678,10,3629.075029,4.594401922,4.06112831,143.9640824,28.00105563,28.00105563
61,144.168382,2.280374079,59.24538322,6.063754231,0.382134708,10,3624.840116,4.70795345,3.91930839,143.6019009,28.21028326,28.21028326
62,143.5926391,2.349052034,59.40294329,6.134197077,0.30045633,10,3714.443996,4.898867598,4.028603622,143.3319934,26.97656909,26.97656909
63,143.7815328,2.378947176,60.40992955,6.134358737,0.265998198,10,3711.281699,5.008840192,4.073462219,143.5718729,26.11514356,26.11514356
64,138.1308758,2.271432962,59.22637361,6.132872009,0.308836603,10,3737.199699,4.785421263,3.91989293,137.9365515,27.4809214,27.4809214
65,138.0774403,2.232859475,58.03245344,6.229322963,0.26683802,10,3813.292604,6.217392673,3.90869692,137.8876529,21.6364107,21.6364107
66,142.5390701,2.514499889,62.98854967,6.251602335,0.306080525,10,3798.597906,7.210447703,4.309569432,141.9197751,17.34882736,17.34882736
67,139.5694775,2.00591511,58.35149005,6.047276079,0.375399208,10,3621.079096,4.624979645,3.586798409,139.137833,30.37151475,30.37151475
68,139.5270801,2.18030661,60.03850785,6.132152977,0.295045357,10,3726.765775,4.883503287,3.795648028,139.3076357,28.00848398,28.00848398
69,136.0385995,2.031236162,63.42599713,6.043644599,0.375722587,10,3615.522598,5.840534875,3.602610817,135.7815359,23.33145521,23.33145521
70,139.5878794,2.211756326,56.03766808,5.922030142,0.416305338,10,3430.811057,6.0040156,3.856195513,139.1430979,20.61852589,20.61852589
71,139.9143767,2.405129113,59.59893692,6.127625871,0.296283645,10,3724.877313,4.833103228,4.118232643,139.7385092,26.15117041,26.15117041
72,136.6041951,2.574940301,58.7640016,6.130914852,0.313654862,10,3747.717046,4.754861729,4.393601356,136.4789691,24.48352727,24.48352727
73,134.1375072,3.223886999,68.37095365,6.185738114,0.335032325,10,3786.304563,6.776579866,5.618677969,133.9809865,13.32336769,13.32336769
74,142.9016801,2.205769203,55.19520673,6.056070361,0.301514724,10,3635.754252,4.034049879,3.835626575,142.5752113,33.50124616,33.50124616
75,127.8790431,2.181727761,55.29341585,6.054792611,0.278972608,10,3708.084644,4.285089153,3.775817516,127.4579984,29.21096299,29.21096299
76,125.8757456,2.029619756,55.60648241,6.043628429,0.273580692,10,3697.732176,4.432723478,3.589764047,125.4575542,29.15383728,29.15383728
77,127.6583483,2.12098493,55.68838127,5.881315358,0.255497625,10,3420.01812,7.252541537,3.650837182,127.0684858,16.41283381,16.41283381
78,123.4304964,2.657190364,50.17817309,6.02018071,0.232087603,10,3698.413408,3.720195315,4.489446962,123.0667988,27.25196183,27.25196183
79,113.8150535,2.038969553,53.59370579,5.941141489,0.384470653,10,3596.608299,5.787328389,3.607014772,113.6563993,19.58217775,19.58217775
80,125.0308569,2.183695703,48.57151684,6.028322249,0.276014925,10,3699.449883,3.437966956,3.814997769,124.6074988,35.14676361,35.14676361
81,130.020455,2.181870829,52.1568468,6.051926253,0.261502507,10,3702.066825,3.741083645,3.793861443,129.6613551,33.82018086,33.82018086
82,125.5488784,2.563294912,49.2009578,6.047325763,0.274287278,10,3728.956705,3.491694948,4.375800858,125.2295643,30.56330863,30.56330863
83,125.5456895,2.537355002,48.63380254,6.011774673,0.275723374,10,3675.767843,3.510317706,4.306293805,125.1698291,30.43670617,30.43670617
84,125.8026799,2.527903577,48.18516309,6.023834681,0.275152397,10,3693.383724,3.429089166,4.304993558,125.4362613,31.38312945,31.38312945
85,128.6253805,2.539431986,48.05018107,6.008943328,0.278393477,10,3656.030074,3.431305455,4.31643543,128.2424295,31.65606048,31.65606048
86,124.23145,2.546020245,48.38361841,6.010183053,0.214818882,10,3678.69985,3.51021785,4.314821599,123.8573453,30.08286588,30.08286588
87,125.8827503,2.909626634,42.193653,5.971024841,0.25561778,10,3618.094664,3.056871928,5.147483048,125.4856353,28.85371717,28.85371717
88,129.3757831,4.685354199,52.30199863,5.958997754,0.24038103,10,3583.868414,4.8822845,8.024887041,129.1970705,11.81796531,11.81796531
89,129.4651126,2.658702504,48.33314811,5.985786184,0.286882683,10,3616.01264,3.521913895,4.503450528,129.0898569,29.43051956,29.43051956
90,119.7345643,3.193162595,49.899036,6.011135605,0.274465104,10,3707.982374,3.863637426,5.620747935,119.5429019,20.41131482,20.41131482
91,123.7740169,2.43273356,48.13654267,6.036709052,0.21377222,10,3719.429418,3.409646082,4.155202062,123.3695946,32.38791642,32.38791642
92,123.3102771,2.502295537,53.19839112,6.031665567,0.258572838,10,3707.09417,4.195275336,4.214011168,122.8850012,25.76774094,25.76774094
93,125.1612843,2.449799282,42.60979653,6.103346619,0.270665229,10,3796.018515,3.936723301,4.345467423,125.08491,27.75631791,27.75631791
94,128.2080645,3.393670134,47.83209988,5.997714029,0.204711107,10,3654.45025,3.487665406,5.987873781,127.9507989,22.39018102,22.39018102
95,126.4448015,2.692856882,51.13804357,6.028717444,0.232359165,10,3696.550296,3.780268535,4.553043261,126.0736614,27.07675138,27.07675138
96,119.9750069,2.899746926,41.71653594,5.944292535,0.249728153,10,3599.100556,3.163333555,5.124770011,120.0249336,26.64686286,26.64686286
97,122.4198398,3.127958496,46.01110414,5.841228267,0.321623338,10,3404.112063,5.320680632,5.470882771,122.4249919,14.31691122,14.31691122
98,131.2491387,2.550812578,44.69097709,6.108609714,0.288325393,10,3770.84149,4.129872393,4.525998937,131.2685176,26.48181684,26.48181684
99,125.0894424,2.767354494,49.06014558,5.972962893,0.172020381,10,3616.940635,3.890773406,4.673429798,124.6719445,24.79924459,24.79924459
100,116.7199539,2.136293821,52.65738426,6.064841986,0.261828136,10,3779.272647,3.933635814,3.742416429,116.328429,29.86398967,29.86398967
101,123.7743439,2.469968946,47.89263345,6.00837397,0.213783739,10,3677.207174,3.464250362,4.195903519,123.3984223,31.21712773,31.21712773
102,128.8346132,2.414963234,50.25887564,6.001861197,0.193222181,10,3639.039062,3.723676481,4.094793698,128.3783577,30.63899846,30.63899846
103,123.6591312,2.429584642,50.47949494,5.941803407,0.19802221,10,3558.750425,4.687454663,4.063715592,123.1913823,23.01534422,23.01534422
104,128.4598601,2.621807544,46.85515303,6.002184249,0.181344858,10,3647.594603,3.343663347,4.477372149,128.0898137,31.20868146,31.20868146
105,128.4637896,2.878993031,44.88506332,5.906165604,0.180850653,10,3485.650319,3.715141265,4.992419482,128.365065,24.12371896,24.12371896
106,130.2091007,2.31916366,46.1629384,6.086500476,0.22660772,10,3747.371666,3.742941344,4.051939075,130.1306492,32.15366163,32.15366163
107,132.7714966,2.304806954,46.6460443,6.164682686,0.220942566,10,3806.869587,4.919701988,4.109406016,133.0808436,25.05911309,25.05911309
108,130.2711024,2.371518862,43.09065174,6.077569749,0.167030438,10,3742.753116,3.840612258,4.173562246,130.0168247,30.35871444,30.35871444
109,126.7541914,2.728633203,51.61453296,5.995612727,0.162488739,10,3642.146,4.153111204,4.590117966,126.2362858,24.11815889,24.11815889
110,131.8285766,2.243604544,54.18171618,6.08592312,0.191433136,10,3733.281308,3.981368047,3.850580651,131.6948379,32.07014452,32.07014452
111,131.8595305,2.173186049,56.71128619,5.980725769,0.184127205,10,3568.177103,5.370753975,3.717312674,131.3044698,23.4672155,23.4672155
112,133.8292662,2.261746681,53.7080177,6.084231206,0.201720457,10,3721.951069,3.939250997,3.876249686,133.7295998,32.59663777,32.59663777
113,134.2136291,2.449255359,53.98486674,6.029186849,0.199770032,10,3648.977317,4.150216415,4.123743088,133.7471883,28.51632003,28.51632003
114,129.068375,2.235892829,45.07469533,6.115526689,0.213218218,10,3781.783064,4.120557161,3.973030384,129.054284,29.81200661,29.81200661
115,127.0633364,2.619749067,47.36893067,6.085383949,0.18898295,10,3771.042965,3.631001519,4.516176217,126.8576826,29.17299006,29.17299006
116,131.297441,2.245358067,41.01050124,6.20600921,0.222979517,10,3847.636233,6.250868153,4.105540843,131.8201187,19.76355144,19.76355144
117,130.2929074,2.120342432,50.43129336,5.952938153,0.155265741,10,3541.678519,4.249223041,3.683959387,129.7649427,29.35906058,29.35906058
118,133.4787223,2.42957,52.03466024,6.008230654,0.203225375,10,3623.232851,3.915255696,4.107679144,132.9822088,29.95940227,29.95940227
119,122.6777261,3.069458713,54.16537772,6.150554366,0.191244433,10,3847.309918,4.424559093,5.433266255,122.7167559,19.63948296,19.63948296
120,124.6272832,2.808230788,92.050989,6.066155711,0.241588189,10,3600.588365,13.97793809,4.790302596,124.3133678,6.684751162,6.684751162
121,127.4845305,2.323761113,47.01405481,6.084494982,0.178466678,10,3762.40634,3.627412242,4.03314175,127.2997291,32.73804766,32.73804766
122,127.2236779,2.00692943,47.58109739,6.029982473,0.175658614,10,3687.126009,3.334574539,3.59890483,126.8023002,38.95868771,38.95868771
123,127.4355371,2.115376859,47.26904834,6.039038009,0.177316561,10,3701.412713,3.335297441,3.726035274,127.0579747,37.84320483,37.84320483
124,127.2303739,2.094882527,43.33438159,6.042338781,0.174835202,10,3710.440297,3.299943027,3.755781966,127.1325331,38.06057403,38.06057403
125,127.2873616,2.016982176,44.03109009,6.04504588,0.157589711,10,3712.899834,3.306779979,3.653841506,127.1399353,39.06971244,39.06971244
126,127.4583422,2.01399976,43.49570442,6.080451711,0.154639125,10,3754.450416,3.737959694,3.680283824,127.1890786,34.71205039,34.71205039
127,127.0081771,2.034345213,43.79137471,6.089336992,0.133544056,10,3767.93489,3.805679445,3.704537119,126.709941,33.86475382,33.86475382
128,126.8980965,2.003119226,40.15205996,6.105746186,0.1286154,10,3781.32512,4.341997377,3.720752941,126.9470514,29.71298251,29.71298251
129,127.3678228,2.122922375,43.54635378,6.0466144,0.13814934,10,3718.088395,3.357655713,3.786012154,127.0724047,37.16659653,37.16659653
130,127.8314042,2.003975108,44.03076891,6.045126167,0.131887229,10,3711.245456,3.332510146,3.636930295,127.5974246,39.07105425,39.07105425
131,127.1522016,2.134695141,43.62593442,6.044575778,0.138571883,10,3716.857902,3.328638762,3.797693391,126.8565151,37.29942782,37.29942782
132,127.769031,2.126772057,42.48213112,6.054426379,0.129892808,10,3725.457978,3.511019356,3.812760744,127.4900815,35.4799738,35.4799738
133,127.2551598,2.105895209,42.86683915,6.051761502,0.13935521,10,3724.530393,3.427004122,3.778542552,127.0248273,36.53601622,36.53601622
134,127.5597646,2.088195883,43.292795,6.044385879,0.13597892,10,3713.652342,3.343409201,3.745096122,127.3233327,37.76215234,37.76215234
135,127.5672842,2.08236496,43.91601936,6.049890546,0.115674552,10,3721.221418,3.391735494,3.731288547,127.1908692,37.39905564,37.39905564
136,127.6356603,2.065540877,43.57454424,6.054530252,0.140999039,10,3724.994357,3.442244943,3.722242413,127.3586207,37.02606354,37.02606354
137,127.7038684,2.096607894,42.05304059,6.05476959,0.136444385,10,3724.511722,3.532965422,3.78272888,127.5164071,35.53782225,35.53782225
138,126.2744417,2.143342124,42.52188,6.048882392,0.117953038,10,3727.490903,3.381036466,3.824320981,126.007958,36.32539748,36.32539748
139,126.0084229,2.112005112,41.70107845,6.056329635,0.116122098,10,3736.322634,3.496479762,3.804746254,125.8171303,35.33681714,35.33681714
140,127.9853264,2.123213873,40.10010059,6.04421211,0.139357358,10,3706.841594,3.546663234,3.8449178,128.1051715,34.8227991,34.8227991
141,126.2761428,2.083254814,41.440369,6.05990659,0.112364207,10,3738.289716,3.568437264,3.776265076,126.0977264,34.98160037,34.98160037
142,129.4166893,2.014111462,42.79551114,6.11451568,0.112162575,10,3778.850454,4.352953557,3.715171954,129.2969022,30.21237537,30.21237537
143,124.6717805,2.131853708,42.08940085,6.037493693,0.118253593,10,3718.902685,3.218590042,3.804740769,124.5935399,37.83725341,37.83725341
144,124.8549143,2.143370257,44.497141,6.037722702,0.14220657,10,3716.803009,3.17912946,3.794984426,124.559637,38.37325737,38.37325737
145,125.2362807,2.003431292,44.45459755,5.982679503,0.145504153,10,3624.408036,3.127675223,3.6062361,124.9846017,40.16222722,40.16222722
146,121.6394682,2.236486684,45.04761714,5.98626643,0.144576865,10,3652.614686,3.239313213,3.882573606,121.1466299,35.18378496,35.18378496
147,124.5194239,2.005557738,43.64835848,6.033054012,0.124476277,10,3710.054248,3.118665807,3.633674972,124.4314685,40.73761225,40.73761225
148,124.8745022,2.317712118,44.34757821,6.030691296,0.152136461,10,3708.485352,3.163676855,4.035789138,124.4531815,36.14780968,36.14780968
149,124.3459975,2.001683117,45.22965798,5.98391354,0.162411667,10,3630.033353,3.231661874,3.592210312,123.9149021,38.74774951,38.74774951
150,124.2268482,2.019337706,45.3364556,5.926255517,0.162674037,10,3529.025123,3.632702371,3.58678669,123.867231,33.548709,33.548709
151,122.795584,2.011609811,43.81276791,5.962450322,0.124456452,10,3603.606454,3.196802151,3.614673498,122.3848432,38.16630867,38.16630867
152,121.4872444,2.016139218,44.29734126,5.969003857,0.124426479,10,3621.949945,3.225420811,3.613481804,121.0026559,37.60322482,37.60322482
153,120.0824578,2.003598554,45.5582169,5.978225327,0.124916988,10,3643.302649,3.325389996,3.582614421,119.5094567,36.54726364,36.54726364
154,122.6232749,2.240592915,40.01081839,5.978484672,0.10745831,10,3636.202999,2.849851053,3.953980812,122.9649666,39.68010358,39.68010358
155,121.6108518,2.245966371,40.47181611,5.955945423,0.110772856,10,3603.756055,2.898280909,3.947924784,121.6975044,38.32901967,38.32901967
156,122.1405018,2.311492006,40.11985708,5.965229761,0.106164658,10,3618.375026,2.79958864,4.04910449,122.4397856,39.08255349,39.08255349
157,120.8658004,7.211029633,40.83933214,5.883768662,0.102210918,10,3564.997519,3.81720517,12.31872111,120.9828608,9.17216704,9.17216704
158,121.6516241,2.313104006,41.35745902,5.92882771,0.107240828,10,3556.975227,3.169017917,4.010189908,121.40103,33.97923349,33.97923349
159,118.5908494,2.232014461,40.02027492,5.967156063,0.128313687,10,3635.531907,2.810165667,3.942233963,118.9824617,39.04600376,39.04600376
160,118.6361407,2.31201697,40.40122176,5.956063663,0.122751878,10,3619.17431,2.959861601,4.044446586,118.4362505,35.80664592,35.80664592
161,122.611841,2.222621861,45.19598098,5.964460679,0.146836485,10,3610.58752,3.338585452,3.850520761,122.2078669,34.3237772,34.3237772
162,117.1413557,2.004387769,41.47530273,5.915019064,0.127056129,10,3549.153749,3.322220674,3.598706671,116.9388518,34.71432406,34.71432406
163,121.0817748,2.228642828,40.29751099,5.973404955,0.100830485,10,3635.880986,2.795366605,3.934014321,121.4308208,40.14799676,40.14799676
164,119.2891094,2.376983666,40.87382832,5.940403397,0.104006519,10,3591.103413,3.101750285,4.116866417,118.873098,33.43011625,33.43011625
165,120.5976641,2.229313432,40.39485184,5.988452311,0.10017945,10,3662.50192,2.849868174,3.940554834,120.8852093,39.42474392,39.42474392
166,118.0310812,2.249716981,40.35144074,5.986559913,0.110235678,10,3671.551813,2.786961404,3.972158226,118.4339491,39.27971951,39.27971951
167,115.8042906,2.218146745,40.03452321,5.975020957,0.107216149,10,3662.724129,2.79280652,3.924560521,116.1576718,38.81684448,38.81684448
168,116.1409771,2.245620875,40.05071641,5.987090249,0.100970276,10,3681.475719,2.754176815,3.968553597,116.6226273,39.28083342,39.28083342
169,116.3616948,2.256736183,40.13222327,5.979016227,0.108801279,10,3667.313986,2.762181334,3.980667646,116.8421044,38.97080347,38.97080347
170,115.3238717,2.407590719,40.03049959,5.987403952,0.100845871,10,3688.796696,2.76727425,4.214528448,115.6412842,36.57601903,36.57601903
171,118.3585159,2.247328922,40.15900822,5.961815392,0.107492767,10,3629.466309,2.874978677,3.955642313,118.4235817,37.79456227,37.79456227
172,112.9517628,2.221987063,40.08100025,5.940206062,0.109262169,10,3618.495357,3.117258557,3.899272051,112.5151858,33.49521724,33.49521724
173,116.7333462,2.353122583,41.64738839,5.992823872,0.111554378,10,3689.905678,2.877571533,4.119591243,116.7939132,36.35425254,36.35425254
174,115.6120206,2.239240658,41.98703837,5.902322225,0.101162454,10,3538.591683,3.516516561,3.855263963,115.4208452,30.12644706,30.12644706
175,114.135149,2.511838919,40.14762416,5.956986864,0.12049129,10,3645.927224,3.034969818,4.360097028,113.5950235,31.29801328,31.29801328
176,120.1384054,2.369738111,45.59945323,5.979866733,0.129735562,10,3652.154456,3.339762964,4.054385202,119.6220717,32.26411845,32.26411845
177,122.750652,2.255028407,42.12878428,6.017407906,0.111348586,10,3698.767543,3.035412546,3.968388146,122.6352456,37.65654534,37.65654534
178,118.0846402,2.397763693,84.17756373,5.928546488,0.120151354,10,3474.860462,15.29235401,4.155500017,117.106501,6.403549086,6.403549086
179,120.7345632,5.269275325,45.0096103,5.975328988,0.159538619,10,3681.43,3.478060834,9.135836458,120.302794,13.93820252,13.93820252
180,116.6447266,2.20874061,42.24204,5.999134021,0.109270387,10,3697.956716,2.895793169,3.901488743,116.6772256,38.19003176,38.19003176
181,116.2464618,2.223113749,42.0346996,5.999227673,0.100807292,10,3700.513543,2.879571013,3.924727793,116.2941931,38.07875089,38.07875089
182,117.4397709,2.188463882,43.66215507,5.951346126,0.110448762,10,3615.611626,3.337533336,3.815779132,116.9688825,33.20804234,33.20804234
183,114.5043523,2.464532732,40.02066622,5.986419659,0.129324019,10,3690.509891,2.76860569,4.314117947,114.8900095,35.4989508,35.4989508
184,117.4644924,2.29216304,42.17793871,6.013872919,0.11743817,10,3718.100157,2.907047304,4.026253295,117.5066347,37.32761834,37.32761834
185,119.3067771,2.198674666,46.42938492,5.967257219,0.107478348,10,3629.615093,3.534162229,3.793160372,118.7560887,32.15353834,32.15353834
186,122.2628272,2.595538864,44.27168443,5.940968335,0.149274547,10,3578.421613,3.406853245,4.427629968,122.0019063,28.94232262,28.94232262
187,115.3056017,2.349412303,40.04417784,5.991486594,0.117531025,10,3693.254151,2.766519022,4.12712675,115.7491024,37.44082061,37.44082061
188,123.270186,4.099616699,42.74229987,6.014647466,0.100451151,10,3726.266193,3.195932823,7.268784252,122.5921166,19.66423244,19.66423244
189,110.6051919,2.188213639,41.77655085,5.899447307,0.129441047,10,3556.343708,3.653399145,3.778344089,110.43989,28.45319654,28.45319654
190,118.869722,2.47189061,44.4759073,5.972704787,0.123251681,10,3649.145137,3.282199244,4.231211668,118.3684583,31.102653,31.102653
191,116.4051638,2.234845249,41.78506322,5.999799017,0.107473805,10,3700.456027,2.853912074,3.945260551,116.5451913,38.30304742,38.30304742
192,116.27641,2.011858056,41.75052715,5.997726963,0.109766861,10,3693.751032,2.824771648,3.656178318,116.6105461,41.70563464,41.70563464
193,116.070517,2.182447699,41.58772203,6.001074999,0.111159733,10,3702.838281,2.830388389,3.875278053,116.3251909,39.26988381,39.26988381
194,112.7531323,2.322756159,41.39879102,5.997979191,0.112261415,10,3715.908981,2.853209504,4.077687419,112.9075176,36.0612132,36.0612132
195,116.0396968,2.001665421,40.01556197,6.017135826,0.100599907,10,3723.5299,2.849110504,3.662727251,116.6919826,41.63724544,41.63724544
196,114.9217837,2.009682417,40.27801043,6.015805339,0.115281664,10,3726.408895,2.812343397,3.670260686,115.6298923,41.74412562,41.74412562
197,113.7800902,2.002645818,43.11772645,6.020981595,0.100691048,10,3741.309633,2.913627835,3.637170022,113.7885813,40.17211103,40.17211103
